Username,EnterpriseID,StatusPernikahan,JenisKelamin,StatusKepegawaian,Pekerjaan,JenjangKarir,PerformancePegawai,AsalDaerah,HiringPlatform,SkorSurveyEngagement,SkorKepuasanPegawai,JumlahKeikutsertaanProjek,JumlahKeterlambatanSebulanTerakhir,JumlahKetidakhadiran,NomorHP,Email,TingkatPendidikan,PernahBekerja,IkutProgramLOP,AlasanResign,TanggalLahir,TanggalHiring,TanggalPenilaianKaryawan,TanggalResign
giddyCod5,110980,Belum_menikah,Wanita,FullTime,Software Engineer (Android),Freshgraduate_program,Bagus,Jakarta Pusat,Employee_Referral,3,5,0,0,7,+6287822509xxx,giddyCod5287@proton.com,Doktor,1,,leadership,22/03/1966,30/09/2013,22/02/2020,30/05/2013
grudgingMeerkat3,106008,Belum_menikah,Wanita,Outsource,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,CareerBuilder,3,4,0,0,4,+6285714869xxx,grudgingMeerkat3383@proton.com,Sarjana,1,,,17/04/1986,10/01/2011,03/02/2017,-
mellowPudding2,105441,Bercerai,Wanita,FullTime,Software Engineer (Back End),Senior_level,Bagus,Jakarta Selatan,Employee_Referral,4,4,0,0,3,+6281218824xxx,mellowPudding2026@outlook.com,Sarjana,1,,,02/03/1980,05/03/2012,21/02/2020,-
obsessedCake8,101666,Lainnya,Wanita,FullTime,Data Engineer,Mid_level,Sangat_bagus,Jakarta Utara,Indeed,3,3,0,0,18,+6281290438xxx,obsessedCake8683@yahoo.com,Magister,1,,kejelasan_karir,07/05/1965,29/09/2014,28/01/2020,15/11/2017
stressedMare5,105754,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Selatan,Employee_Referral,1,5,0,4,7,+6281803209xxx,stressedMare5193@proton.com,Doktor,1,,tidak_bisa_remote,07/07/1975,29/09/2014,28/01/2020,08/06/2018
cheerfulPear0,100874,Lainnya,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Biasa,Jakarta Utara,CareerBuilder,4,5,0,0,17,+6285930735xxx,cheerfulPear0374@hotmail.com,Magister,1,,tidak_bisa_remote,21/05/1983,21/02/2011,03/06/2014,01/04/2018
excludedPoultry2,101560,Menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Timur,CareerBuilder,4,4,0,0,20,+6289713525xxx,excludedPoultry2788@hotmail.com,Sarjana,1,,tidak_bisa_remote,25/11/1987,26/10/2009,02/04/2016,19/08/2014
boastfulSyrup4,100869,Lainnya,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Timur,Employee_Referral,4,3,0,0,2,+6281209655xxx,boastfulSyrup4371@yahoo.com,Sarjana,1,,,11/07/1981,02/06/2015,04/01/2020,-
spiritedDunbird4,105997,Belum_menikah,Wanita,FullTime,DevOps Engineer,Mid_level,Kurang,Jakarta Barat,Indeed,3,3,5,0,2,+6281913444xxx,spiritedDunbird4070@icloud.com,Sarjana,1,,,07/11/1986,05/01/2015,11/02/2020,-
pridefulChamois9,101005,Menikah,Wanita,Outsource,Software Engineer (Back End),Senior_level,Biasa,Jakarta Selatan,LinkedIn,3,3,0,0,1,+6281276322xxx,pridefulChamois9218@proton.com,Sarjana,1,,,08/09/1969,07/07/2014,11/01/2020,-
jumpySeahorse6,110876,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Utara,Indeed,3,5,5,0,8,+6281959858xxx,jumpySeahorse6149@gmail.com,Sarjana,1,,,30/06/1989,20/04/2017,28/01/2020,-
mercifulSmelt7,100520,Menikah,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Bagus,Jakarta Timur,Indeed,3,3,6,0,2,+6283307603xxx,mercifulSmelt7471@proton.com,Sarjana,1,,,05/09/1985,05/09/2012,27/02/2020,-
jubilantWildfowl6,105889,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Senior_level,Sangat_kurang,Jakarta Barat,Google_Search,3,4,0,0,13,+6285783035xxx,jubilantWildfowl6521@yahoo.com,Sarjana,1,,,23/03/1977,28/11/2011,22/02/2020,-
insecureIcecream8,100620,Menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Sangat_bagus,Jakarta Timur,Google_Search,4,5,0,0,1,+6289797498xxx,insecureIcecream8676@yahoo.com,Magister,1,,jam_kerja,25/02/1951,04/04/2011,06/05/2016,15/11/2017
chicSalami4,106555,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Biasa,Jakarta Timur,Website,4,3,5,0,2,+6285645161xxx,chicSalami4094@hotmail.com,Magister,1,,kejelasan_karir,19/05/1988,01/05/2015,15/01/2020,08/06/2018
hushedBobolink8,106392,Menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Sangat_bagus,Jakarta Selatan,Website,3,5,0,0,9,+6285522082xxx,hushedBobolink8263@outlook.com,Sarjana,1,,Product Design (UI & UX),29/08/1988,09/01/2012,01/02/2020,01/04/2018
boredEggs0,106285,Lainnya,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Bagus,Jakarta Timur,Diversity_Job_Fair,3,3,0,0,12,+6285733263xxx,boredEggs0225@outlook.com,Sarjana,1,,jam_kerja,03/06/1967,01/04/2013,13/02/2020,19/08/2014
amazedRhino8,110412,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Pusat,Indeed,3,3,0,0,14,+6289663000xxx,amazedRhino8622@gmail.com,Sarjana,1,,,10/03/1970,30/09/2013,20/02/2015,-
similarHeron2,100799,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,CareerBuilder,4,4,0,0,7,+6281305913xxx,similarHeron2961@hotmail.com,Magister,1,,,10/07/1971,07/07/2014,15/01/2015,-
troubledQuiche5,106480,Menikah,Wanita,FullTime,Software Engineer (Front End),Mid_level,Sangat_bagus,Jakarta Pusat,Indeed,4,3,5,0,17,+6285896075xxx,troubledQuiche5924@icloud.com,Sarjana,1,,leadership,21/11/1972,07/01/2017,06/02/2020,30/05/2013
worldlyMackerel2,106383,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Mid_level,Sangat_bagus,Jakarta Utara,Google_Search,4,3,0,0,13,+6289537268xxx,worldlyMackerel2662@hotmail.com,Sarjana,1,,,06/03/1988,05/07/2011,20/02/2013,-
soreTruffle3,105808,Lainnya,Wanita,Outsource,Software Engineer (Back End),Freshgraduate_program,Sangat_kurang,Jakarta Timur,Indeed,2,4,0,0,3,+6285636782xxx,soreTruffle3888@outlook.com,Magister,1,,,08/05/1980,29/09/2014,07/02/2020,-
spiritedHeron5,100815,Lainnya,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Bagus,Jakarta Pusat,Indeed,3,5,0,0,20,+6287739176xxx,spiritedHeron5223@yahoo.com,Magister,1,,,22/09/1989,16/02/2015,25/01/2020,-
affectedLemur7,100692,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Barat,Indeed,2,1,0,2,5,+6285717696xxx,affectedLemur7726@yahoo.com,Sarjana,1,,leadership,25/08/1989,07/07/2014,25/02/2020,15/11/2017
wakefulPolenta7,111356,Menikah,Wanita,Internship,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Selatan,LinkedIn,3,4,0,0,5,+6285978175xxx,wakefulPolenta7723@outlook.com,Doktor,1,,leadership,20/07/1986,16/05/2011,13/05/2015,08/06/2018
betrayedHeron3,110833,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Timur,Diversity_Job_Fair,3,4,0,0,1,+6285814395xxx,betrayedHeron3360@hotmail.com,Sarjana,1,,kejelasan_karir,29/09/1969,11/07/2011,18/02/2020,01/04/2018
peacefulEggs3,106621,Belum_menikah,Pria,FullTime,Software Engineer (Android),Freshgraduate_program,Biasa,Jakarta Utara,LinkedIn,3,3,0,0,4,+6285683205xxx,peacefulEggs3191@yahoo.com,Magister,1,,leadership,14/03/1985,17/02/2014,11/01/2020,19/08/2014
boastfulDinosaur8,101147,Belum_menikah,Wanita,FullTime,Product Design (UI & UX),Freshgraduate_program,Biasa,Jakarta Pusat,Diversity_Job_Fair,4,4,0,0,17,+6281230982xxx,boastfulDinosaur8246@yahoo.com,Magister,1,,,14/02/1973,07/11/2011,02/02/2016,-
joyfulMandrill4,105401,Belum_menikah,Pria,FullTime,Machine Learning Engineer,Freshgraduate_program,Sangat_bagus,Jakarta Barat,LinkedIn,2,5,7,0,2,+6285916008xxx,joyfulMandrill4830@yahoo.com,Sarjana,1,,,30/07/1964,17/02/2014,10/01/2017,-
sincereBass4,101615,Bercerai,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Biasa,Jakarta Pusat,Website,2,2,0,3,5,+6285679942xxx,sincereBass4134@yahoo.com,Sarjana,1,,,09/05/1974,12/05/2014,17/01/2020,-
annoyedSalt4,105685,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Mid_level,Sangat_kurang,Jakarta Selatan,LinkedIn,3,5,0,0,8,+6283898937xxx,annoyedSalt4842@hotmail.com,Magister,1,,,31/05/1974,10/11/2014,13/02/2020,-
excludedCoconut6,101499,Belum_menikah,Pria,Outsource,Software Engineer (Android),Mid_level,Sangat_bagus,Jakarta Barat,Diversity_Job_Fair,3,4,6,0,8,+6287761474xxx,excludedCoconut6557@yahoo.com,Sarjana,1,,,04/01/1964,09/01/2012,04/01/2016,-
soreDunbird3,101434,Belum_menikah,Pria,Outsource,Data Engineer,Freshgraduate_program,Sangat_bagus,Jakarta Utara,LinkedIn,4,4,0,0,11,+6285615899xxx,soreDunbird3996@hotmail.com,Magister,1,,,22/07/1982,16/05/2011,30/03/2016,-
excludedPlover4,110746,Menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Kurang,Jakarta Barat,Google_Search,3,3,0,0,6,+6281258404xxx,excludedPlover4963@yahoo.com,Magister,1,,,08/11/1983,04/04/2011,07/01/2013,-
ferventHyena2,101401,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Mid_level,Biasa,Jakarta Barat,Employee_Referral,3,3,0,0,14,+6289997684xxx,ferventHyena2884@outlook.com,Sarjana,1,,,19/06/1961,06/01/2014,07/01/2020,-
cautiousTortoise1,110590,Lainnya,Wanita,Outsource,Software Engineer (Android),Senior_level,Kurang,Jakarta Barat,Indeed,4,3,0,0,1,+6289640533xxx,cautiousTortoise1671@yahoo.com,Sarjana,1,,,05/11/1978,02/07/2012,25/02/2020,-
affectedLollies9,106673,Bercerai,Wanita,FullTime,Software Engineer (Back End),Mid_level,Biasa,Jakarta Pusat,Indeed,4,4,0,0,1,+6289519764xxx,affectedLollies9935@proton.com,Sarjana,1,,,09/05/1965,05/07/2011,02/03/2017,-
crushedMallard7,110450,Menikah,Pria,FullTime,Software Engineer (Android),Freshgraduate_program,Bagus,Jakarta Barat,Indeed,3,5,0,0,15,+6289949044xxx,crushedMallard7339@outlook.com,Magister,1,,,19/08/1977,04/04/2011,14/01/2020,-
culturedMandrill6,100709,Menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Utara,Indeed,1,5,4,4,19,+6282293404xxx,culturedMandrill6815@yahoo.com,Sarjana,1,,,15/05/1987,02/05/2011,10/08/2013,-
alertSyrup3,111486,Belum_menikah,Pria,FullTime,Software Engineer (Android),Mid_level,Biasa,Jakarta Utara,Google_Search,4,5,0,0,4,+6285607737xxx,alertSyrup3002@hotmail.com,Sarjana,1,,,18/03/1987,04/04/2011,02/07/2019,-
solidSheep7,106069,Belum_menikah,Wanita,Outsource,Product Design (UI & UX),Freshgraduate_program,Bagus,Jakarta Selatan,Indeed,4,3,0,0,20,+6281315242xxx,solidSheep7216@outlook.com,Magister,1,,leadership,25/07/1979,07/01/2013,20/02/2015,15/11/2017
kindEland7,105293,Belum_menikah,Wanita,FullTime,Data Analyst,Mid_level,Sangat_bagus,Jakarta Barat,Indeed,4,5,0,0,15,+6289783478xxx,kindEland7431@hotmail.com,Sarjana,1,,masih_bekerja,27/09/1988,07/01/2008,03/01/2020,-
outlyingCamel2,106467,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Biasa,Jakarta Timur,Employee_Referral,3,5,6,0,15,+6281380903xxx,outlyingCamel2337@icloud.com,Sarjana,1,,kejelasan_karir,11/10/1981,16/02/2015,14/02/2020,01/04/2018
morbidTruffle8,110725,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Sangat_bagus,Jakarta Selatan,Google_Search,2,3,0,0,16,+6289652194xxx,morbidTruffle8334@icloud.com,Sarjana,1,,jam_kerja,14/04/1955,07/11/2011,04/02/2017,19/08/2014
mereBaboon2,101023,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Timur,Indeed,3,5,0,0,13,+6281244714xxx,mereBaboon2299@hotmail.com,Sarjana,1,,,27/11/1979,19/08/2013,22/01/2020,-
jumpyBuck8,100317,Belum_menikah,Wanita,FullTime,Data Analyst,Freshgraduate_program,Sangat_bagus,Jakarta Utara,Diversity_Job_Fair,4,3,0,0,4,+6287731679xxx,jumpyBuck8498@outlook.com,Magister,1,,toxic_culture,11/02/1970,06/07/2009,25/01/2020,05/06/2015
superiorLemur1,105736,Lainnya,Wanita,FullTime,Software Engineer (Android),Freshgraduate_program,Biasa,Jakarta Selatan,Google_Search,4,5,0,0,19,+6289967540xxx,superiorLemur1276@yahoo.com,Doktor,1,,,16/03/1981,09/01/2012,29/01/2020,-
boredTortoise1,100526,Bercerai,Pria,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Barat,Indeed,3,4,0,0,6,+6283858649xxx,boredTortoise1055@hotmail.com,Magister,1,,,25/11/1978,30/08/2010,04/05/2012,-
grumpyFish5,100338,Belum_menikah,Pria,FullTime,Data Analyst,Mid_level,Kurang,Jakarta Selatan,Diversity_Job_Fair,4,4,5,0,9,+6282251549xxx,grumpyFish5094@icloud.com,Magister,1,,masih_bekerja,04/07/1988,10/11/2014,25/02/2020,-
similarCaviar3,105951,Lainnya,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Selatan,Indeed,3,3,0,0,6,+6283269904xxx,similarCaviar3516@icloud.com,Sarjana,1,,,07/05/1992,05/06/2015,14/02/2020,-
enviousPie8,100282,Belum_menikah,Pria,FullTime,Product Manager,Senior_level,Bagus,Jakarta Utara,Indeed,5,3,6,0,17,+6283303593xxx,enviousPie8891@hotmail.com,Sarjana,1,,,05/05/1975,30/03/2015,24/02/2017,-
finickySwift5,105296,Belum_menikah,Wanita,Outsource,Data Analyst,Freshgraduate_program,Biasa,Jakarta Utara,Google_Search,4,4,0,0,2,+6281213075xxx,finickySwift5808@icloud.com,Magister,1,,internal_conflict,08/09/1989,11/07/2011,01/02/2017,25/06/2017
similarTortoise9,101058,Lainnya,Pria,Outsource,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,Employee_Referral,4,5,6,0,7,+6281216232xxx,similarTortoise9156@outlook.com,Magister,1,,,23/04/1986,10/11/2014,07/01/2020,-
chicPlover7,111572,Bercerai,Wanita,Outsource,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Timur,Diversity_Job_Fair,2,4,4,0,17,+6281366582xxx,chicPlover7178@hotmail.com,Sarjana,1,,,14/06/1987,26/09/2011,15/08/2014,-
pluckyRhino0,105574,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Kurang,Jakarta Utara,Employee_Referral,4,3,4,0,5,+6283307754xxx,pluckyRhino0779@gmail.com,Sarjana,1,,,09/09/1965,10/11/2014,02/01/2020,-
betrayedLizard5,110865,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Pusat,LinkedIn,3,5,0,0,3,+6283843655xxx,betrayedLizard5694@gmail.com,Sarjana,1,,,09/10/1974,19/08/2013,15/02/2020,-
curiousMackerel5,100667,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Senior_level,Bagus,Jakarta Pusat,Google_Search,4,4,0,0,4,+6289758085xxx,curiousMackerel5858@hotmail.com,Sarjana,1,,,28/11/1973,18/09/2014,15/01/2020,-
cautiousLeopard7,101043,Bercerai,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Utara,LinkedIn,2,3,0,0,3,+6283186563xxx,cautiousLeopard7395@yahoo.com,Magister,1,,,10/11/1977,17/02/2014,06/02/2020,-
peacefulKitten4,101525,Lainnya,Pria,Outsource,Software Engineer (Front End),Freshgraduate_program,Sangat_kurang,Jakarta Pusat,LinkedIn,3,3,5,0,2,+6283105380xxx,peacefulKitten4282@yahoo.com,Sarjana,yes,,kejelasan_karir,17/12/1987,05/01/2015,20/04/2016,15/11/2017
selfishBagels2,110658,Belum_menikah,Pria,FullTime,Software Engineer (Front End),Mid_level,Biasa,Jakarta Pusat,Indeed,3,5,5,0,4,+6281257867xxx,selfishBagels2421@gmail.com,Magister,1,,jam_kerja,09/07/1970,05/01/2014,04/01/2020,08/06/2018
mellowSalami5,100353,Belum_menikah,Pria,FullTime,Product Design (UI & UX),Freshgraduate_program,Bagus,Jakarta Utara,Google_Search,4,4,0,0,20,+6289799136xxx,mellowSalami5497@icloud.com,Sarjana,1,,jam_kerja,18/10/1981,21/02/2011,05/04/2018,01/04/2018
goofyMare7,101543,Bercerai,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Selatan,LinkedIn,4,4,0,0,15,+6289546076xxx,goofyMare7910@outlook.com,Magister,1,,jam_kerja,24/08/1985,19/08/2013,15/02/2020,19/08/2014
jubilantTeal7,106547,Lainnya,Pria,FullTime,DevOps Engineer,Freshgraduate_program,Bagus,Jakarta Barat,Employee_Referral,3,3,7,0,16,+6287898271xxx,jubilantTeal7049@hotmail.com,Magister,1,,,08/02/1970,05/01/2015,14/01/2020,-
importedJerky1,106093,Bercerai,Wanita,Outsource,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Utara,CareerBuilder,4,3,0,0,17,+6285715469xxx,importedJerky1918@yahoo.com,Sarjana,1,,,17/01/1979,26/09/2011,02/07/2018,-
crushedHyena6,111299,Lainnya,Wanita,FullTime,Machine Learning Engineer,Freshgraduate_program,Biasa,Jakarta Selatan,Indeed,4,5,0,0,5,+6285683201xxx,crushedHyena6043@yahoo.com,Sarjana,1,,,23/11/1985,10/11/2014,16/01/2020,-
mildChowder7,111643,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Sangat_kurang,Jakarta Pusat,Indeed,2,5,0,0,13,+6285951035xxx,mildChowder7653@yahoo.com,Sarjana,1,,jam_kerja,15/08/1968,14/05/2012,31/01/2020,15/11/2017
pitifulMallard6,111176,Bercerai,Wanita,Outsource,Product Manager,Mid_level,Sangat_kurang,Jakarta Selatan,Google_Search,3,5,4,0,14,+6281977529xxx,pitifulMallard6993@outlook.com,Magister,1,,jam_kerja,07/11/1987,11/11/2013,14/01/2020,08/06/2018
amazedMoth0,106363,-,Wanita,Internship,Software Engineer (Front End),Senior_level,Biasa,Jakarta Pusat,Indeed,3,5,0,0,12,+6285931209xxx,amazedMoth0683@outlook.com,Magister,1,0,jam_kerja,17/08/1986,16/05/2011,10/01/2014,01/04/2018
mereEland2,100583,Bercerai,Wanita,FullTime,Software Engineer (Front End),Senior_level,Sangat_bagus,Jakarta Selatan,LinkedIn,2,5,8,0,19,+6287819903xxx,mereEland2033@gmail.com,Magister,1,,kejelasan_karir,18/01/1952,10/11/2014,12/02/2020,19/08/2014
puzzledUnicorn3,101135,Menikah,Wanita,FullTime,Digital Product Manager,Freshgraduate_program,Sangat_kurang,Jakarta Timur,LinkedIn,4,4,0,0,15,+6289989448xxx,puzzledUnicorn3199@outlook.com,Sarjana,1,,,26/12/1976,08/07/2013,10/06/2017,-
soreGranola0,100821,Belum_menikah,Wanita,FullTime,Software Engineer (iOS),Freshgraduate_program,Bagus,Jakarta Pusat,LinkedIn,3,5,7,0,20,+6289565639xxx,soreGranola0345@icloud.com,Sarjana,1,,,24/11/1989,30/03/2015,10/01/2020,-
drearyLemur9,101114,Lainnya,Wanita,FullTime,Product Manager,Freshgraduate_program,Biasa,Jakarta Timur,Website,3,3,0,0,11,+6281279787xxx,drearyLemur9992@icloud.com,Magister,1,,,26/10/1981,30/09/2013,21/01/2020,-
wornoutDoughnut2,106442,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Utara,Google_Search,3,4,0,0,10,+6289528552xxx,wornoutDoughnut2488@outlook.com,Sarjana,1,,,05/09/1981,26/09/2011,22/10/2012,-
madSardines6,106459,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Biasa,Jakarta Pusat,Indeed,2,3,0,4,16,+6281393313xxx,madSardines6012@yahoo.com,Sarjana,1,,,07/01/1985,10/01/2011,05/04/2017,-
aloofBasmati5,106166,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Selatan,LinkedIn,4,4,0,0,16,+6287803460xxx,aloofBasmati5005@yahoo.com,Magister,1,,,10/12/1986,05/07/2011,02/07/2013,-
alertDoughnut7,110277,Belum_menikah,Pria,FullTime,Product Manager,Senior_level,Sangat_bagus,Jakarta Barat,LinkedIn,3,5,0,0,1,+6281316733xxx,alertDoughnut7481@yahoo.com,Magister,1,,,10/07/1983,05/07/2011,17/01/2020,-
mercifulCheetah9,106590,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Barat,LinkedIn,3,4,5,0,13,+6281883291xxx,mercifulCheetah9150@proton.com,Sarjana,1,,,09/02/1983,30/06/2016,14/01/2020,-
sheepishOatmeal5,105963,Belum_menikah,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Kurang,Jakarta Utara,Indeed,2,2,0,3,4,+6281933005xxx,sheepishOatmeal5286@yahoo.com,Magister,1,,,15/11/1976,21/02/2011,12/04/2013,-
dreadfulBobolink0,111680,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Timur,Other,3,4,0,0,15,+6289697234xxx,dreadfulBobolink0484@proton.com,Magister,1,,,16/09/1975,25/06/2007,14/07/2011,-
importedOwl7,111336,Bercerai,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_kurang,Jakarta Barat,Diversity_Job_Fair,4,5,3,0,13,+6285664605xxx,importedOwl7056@icloud.com,Magister,1,,,20/02/1979,07/11/2011,16/08/2016,-
peskyCoconut7,110287,Bercerai,Wanita,FullTime,Product Manager,Senior_level,Biasa,Jakarta Pusat,LinkedIn,2,3,0,0,3,+6281328735xxx,peskyCoconut7276@outlook.com,Sarjana,1,,,19/09/1988,05/07/2011,15/05/2013,-
awedBaboon6,100973,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,LinkedIn,3,3,0,0,7,+6289931606xxx,awedBaboon6031@proton.com,Sarjana,1,,,11/09/1972,05/11/2012,17/01/2020,-
truthfulHawk9,106029,Menikah,Wanita,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Selatan,Indeed,4,3,0,0,10,+6285919278xxx,truthfulHawk9561@yahoo.com,Sarjana,1,,,21/09/1954,02/07/2012,17/01/2020,-
bubblyPup4,100950,Menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Selatan,LinkedIn,2,5,0,0,4,+6289922130xxx,bubblyPup4032@proton.com,Doktor,1,,,11/03/1984,06/06/2016,18/01/2020,-
adoringMacaw3,110492,Bercerai,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Barat,Indeed,2,4,0,0,11,+6285627455xxx,adoringMacaw3272@yahoo.com,Sarjana,1,,,12/02/1979,12/05/2014,19/02/2020,-
amusedIcecream0,111104,Menikah,Pria,FullTime,Product Design (UI & UX),Freshgraduate_program,Bagus,Jakarta Pusat,Google_Search,3,3,0,0,10,+6285622739xxx,amusedIcecream0506@outlook.com,Sarjana,1,,,02/09/1982,14/05/2012,22/02/2020,-
affectedPup0,100718,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Senior_level,Kurang,Jakarta Barat,LinkedIn,3,4,0,0,7,+6282244826xxx,affectedPup0249@outlook.com,Magister,1,,leadership,27/09/1987,17/02/2014,07/01/2020,15/11/2017
spiritedWeaver4,106225,Lainnya,Pria,FullTime,Product Manager,Mid_level,Biasa,Jakarta Selatan,LinkedIn,2,3,0,0,14,+6281336578xxx,spiritedWeaver4174@hotmail.com,Doktor,1,,jam_kerja,17/08/1992,07/11/2011,08/01/2020,08/06/2018
pluckyMacaw2,106518,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,CareerBuilder,3,3,0,0,13,+6285780582xxx,pluckyMacaw2231@icloud.com,Magister,1,,kejelasan_karir,26/04/1986,30/08/2010,10/01/2020,01/04/2018
exactingZebra6,106073,Belum_menikah,Pria,FullTime,Data Analyst,Mid_level,Sangat_bagus,Jakarta Utara,LinkedIn,4,5,0,0,13,+6283346575xxx,exactingZebra6270@icloud.com,Magister,1,,,09/12/1986,09/07/2012,04/02/2020,-
blissfulCow2,100331,Bercerai,Pria,FullTime,Product Manager,Freshgraduate_program,Bagus,Jakarta Utara,Diversity_Job_Fair,3,3,0,0,15,+6285922491xxx,blissfulCow2350@gmail.com,Sarjana,1,,,21/02/1974,02/04/2012,06/05/2017,-
peacefulChamois3,106257,Belum_menikah,Wanita,FullTime,Product Design (UI & UX),Freshgraduate_program,Bagus,Jakarta Pusat,LinkedIn,3,4,0,0,13,+6282208741xxx,peacefulChamois3574@icloud.com,Doktor,1,,,18/04/1980,08/07/2013,22/01/2020,-
anxiousTeal2,111378,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Bagus,Jakarta Timur,Employee_Referral,3,5,7,0,16,+6289567915xxx,anxiousTeal2015@gmail.com,Sarjana,1,,,16/09/1984,10/11/2014,04/01/2020,-
anxiousWasp6,100628,Bercerai,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Pusat,Indeed,2,5,7,0,15,+6281806218xxx,anxiousWasp6788@outlook.com,Sarjana,1,,,04/09/1983,15/02/2017,23/01/2020,-
dopeySheep0,106034,Belum_menikah,Wanita,FullTime,Data Engineer,Mid_level,Bagus,Jakarta Pusat,Google_Search,2,5,0,0,16,+6283343465xxx,dopeySheep0297@icloud.com,Sarjana,1,,,08/12/1973,26/09/2011,01/03/2016,-
yearningPorpoise4,106254,-,Wanita,FullTime,Product Design (UI & UX),Freshgraduate_program,Biasa,Jakarta Timur,LinkedIn,4,5,0,0,11,+6281222782xxx,yearningPorpoise4421@yahoo.com,Sarjana,1,,jam_kerja,01/12/1974,13/05/2013,28/01/2020,15/11/2017
murkySausage9,110433,Menikah,Wanita,FullTime,Software Engineer (Front End),Senior_level,Biasa,Jakarta Pusat,Diversity_Job_Fair,2,5,0,0,17,+6285821950xxx,murkySausage9688@yahoo.com,Sarjana,1,1,ganti_karir,30/10/1969,11/11/2013,21/01/2020,08/06/2018
truthfulMoth4,110744,Belum_menikah,Pria,FullTime,Software Engineer (Android),Mid_level,Bagus,Jakarta Utara,Google_Search,4,5,0,0,20,+6287787391xxx,truthfulMoth4663@yahoo.com,Sarjana,1,0,kejelasan_karir,01/10/1981,16/05/2011,05/04/2014,01/04/2018
